Table 1: n>6, FLOPS<600 (n  L  H  FLOPS)
 19  16    4    640
 19  32    3    678
 19  72    2    648
 19  80    2    712
 19  88    2    776
 20   8    6    756
 20  88    2    780
 21   8    6    768
 21  16    4    656
 21  32    3    690
 21  72    2    656
 21  80    2    720
 21  88    2    784
 22   8    6    780
 22  16    4    664
 22  32    3    696
 22  72    2    660
 22  80    2    724
 22  88    2    788
 23   8    6    792
 23  16    4    672
 23  32    3    702
 23  64    2    600
 23  72    2    664
 23  80    2    728
 23  88    2    792
 24   8    6    804
 24  80    2    732
 24  88    2    796
 25   8    5    610
 25  16    4    688
 25  32    3    714
 25  64    2    608
 25  72    2    672
 25  80    2    736
 25  88    2    800
 26   8    5    620
 26  16    4    696
 26  32    3    720
 26  64    2    612
 26  72    2    676
 26  80    2    740
 26  88    2    804
 27   8    5    630
 27  16    4    704
 27  32    3    726
 27  64    2    616
 27  72    2    680
 27  80    2    744
 27  88    2    808
 28  32    3    732
 28  80    2    748
 29   8    5    650
 29  16    4    720
 29  32    3    738
 29  64    2    624
 29  72    2    688
 29  80    2    752
 30   8    5    660
 30  16    4    728
 30  24    3    600
 30  32    3    744
 30  64    2    628
 30  72    2    692
 30  80    2    756
 31   8    5    670
 31  16    4    736
 31  24    3    606
 31  32    3    750
 31  64    2    632
 31  72    2    696
 31  80    2    760
 32  16    4    744
 32  32    3    756
 32  80    2    764
 33   8    5    690
 33  16    4    752
 33  24    3    618
 33  32    3    762
 33  64    2    640
 33  72    2    704
 33  80    2    768
 34   8    5    700
 34  16    4    760
 34  24    3    624
 34  32    3    768
 34  64    2    644
 34  72    2    708
 34  80    2    772
 35   8    5    710
 35  16    4    768
 35  24    3    630
 35  32    3    774
 35  64    2    648
 35  72    2    712
 35  80    2    776
 36   8    5    720
 36  16    4    776
 36  32    3    780
 36  80    2    780
 37   8    5    730
 37  16    4    784
 37  24    3    642
 37  32    3    786
 37  64    2    656
 37  72    2    720
 37  80    2    784
 38   8    5    740
 38  16    4    792
 38  24    3    648
 38  32    3    792
 38  64    2    660
 38  72    2    724
 38  80    2    788
 39   8    5    750
 39  16    4    800
 39  24    3    654
 39  32    3    798
 39  56    2    600
 39  64    2    664
 39  72    2    728
 39  80    2    792
 40   8    5    760
 40  16    4    808
 40  32    3    804
 40  72    2    732
 40  80    2    796
 41   8    5    770
 41  24    3    666
 41  56    2    608
 41  64    2    672
 41  72    2    736
 41  80    2    800
 42   8    5    780
 42  24    3    672
 42  56    2    612
 42  64    2    676
 42  72    2    740
 42  80    2    804
 43   8    5    790
 43  24    3    678
 43  56    2    616
 43  64    2    680
 43  72    2    744
 43  80    2    808
 44   8    5    800
 44  72    2    748
 45  24    3    690
 45  56    2    624
 45  64    2    688
 45  72    2    752
 46   8    4    600
 46  24    3    696
 46  56    2    628
 46  64    2    692
 46  72    2    756
 47   8    4    608
 47  24    3    702
 47  56    2    632
 47  64    2    696
 47  72    2    760
 48  72    2    764
 49   8    4    624
 49  24    3    714
 49  56    2    640
 49  64    2    704
 49  72    2    768
 50   8    4    632
 50  24    3    720
 50  56    2    644
 50  64    2    708
 50  72    2    772
 51   8    4    640
 51  24    3    726
 51  56    2    648
 51  64    2    712
 51  72    2    776
 52  24    3    732
 52  72    2    780
 53   8    4    656
 53  24    3    738
 53  56    2    656
 53  64    2    720
 53  72    2    784
 54   8    4    664
 54  16    3    600
 54  24    3    744
 54  56    2    660
 54  64    2    724
 54  72    2    788
 55   8    4    672
 55  16    3    606
 55  24    3    750
 55  48    2    600
 55  56    2    664
 55  64    2    728
 55  72    2    792
 56  24    3    756
 56  64    2    732
 56  72    2    796
 57   8    4    688
 57  16    3    618
 57  24    3    762
 57  48    2    608
 57  56    2    672
 57  64    2    736
 57  72    2    800
 58   8    4    696
 58  16    3    624
 58  24    3    768
 58  48    2    612
 58  56    2    676
 58  64    2    740
 58  72    2    804
 59   8    4    704
 59  16    3    630
 59  24    3    774
 59  48    2    616
 59  56    2    680
 59  64    2    744
 59  72    2    808
 60  24    3    780
 60  64    2    748
 61   8    4    720
 61  16    3    642
 61  24    3    786
 61  48    2    624
 61  56    2    688
 61  64    2    752
 62   8    4    728
 62  16    3    648
 62  24    3    792
 62  48    2    628
 62  56    2    692
 62  64    2    756
 63   8    4    736
 63  16    3    654
 63  24    3    798
 63  48    2    632
 63  56    2    696
 63  64    2    760
 64   8    4    744
 64  24    3    804
 64  64    2    764
 65   8    4    752
 65  16    3    666
 65  48    2    640
 65  56    2    704
 65  64    2    768
 66   8    4    760
 66  16    3    672
 66  48    2    644
 66  56    2    708
 66  64    2    772
 67   8    4    768
 67  16    3    678
 67  48    2    648
 67  56    2    712
 67  64    2    776
 68   8    4    776
 68  64    2    780
 69   8    4    784
 69  16    3    690
 69  48    2    656
 69  56    2    720
 69  64    2    784
 70   8    4    792
 70  16    3    696
 70  48    2    660
 70  56    2    724
 70  64    2    788
 71   8    4    800
 71  16    3    702
 71  40    2    600
 71  48    2    664
 71  56    2    728
 71  64    2    792
 72   8    4    808
 72  56    2    732
 72  64    2    796
 73  16    3    714
 73  40    2    608
 73  48    2    672
 73  56    2    736
 73  64    2    800
 74  16    3    720
 74  40    2    612
 74  48    2    676
 74  56    2    740
 74  64    2    804
 75  16    3    726
 75  40    2    616
 75  48    2    680
 75  56    2    744
 75  64    2    808
 76  16    3    732
 76  56    2    748
 77  16    3    738
 77  40    2    624
 77  48    2    688
 77  56    2    752
 78   8    3    600
 78  16    3    744
 78  40    2    628
 78  48    2    692
 78  56    2    756
 79   8    3    606
 79  16    3    750
 79  40    2    632
 79  48    2    696
 79  56    2    760
 80  16    3    756
 80  56    2    764
 81   8    3    618
 81  16    3    762
 81  40    2    640
 81  48    2    704
 81  56    2    768
 82   8    3    624
 82  16    3    768
 82  40    2    644
 82  48    2    708
 82  56    2    772
 83   8    3    630
 83  16    3    774
 83  40    2    648
 83  48    2    712
 83  56    2    776
 84  16    3    780
 84  56    2    780
 85   8    3    642
 85  16    3    786
 85  40    2    656
 85  48    2    720
 85  56    2    784
 86   8    3    648
 86  16    3    792
 86  40    2    660
 86  48    2    724
 86  56    2    788
 87   8    3    654
 87  16    3    798
 87  32    2    600
 87  40    2    664
 87  48    2    728
 87  56    2    792
 88  16    3    804
 88  48    2    732
 88  56    2    796
 89   8    3    666
 89  32    2    608
 89  40    2    672
 89  48    2    736
 89  56    2    800
 90   8    3    672
 90  32    2    612
 90  40    2    676
 90  48    2    740
 90  56    2    804
 91   8    3    678
 91  32    2    616
 91  40    2    680
 91  48    2    744
 91  56    2    808
 92  48    2    748
 93   8    3    690
 93  32    2    624
 93  40    2    688
 93  48    2    752
 94   8    3    696
 94  32    2    628
 94  40    2    692
 94  48    2    756
 95   8    3    702
 95  32    2    632
 95  40    2    696
 95  48    2    760
 96  48    2    764
 97   8    3    714
 97  32    2    640
 97  40    2    704
 97  48    2    768
 98   8    3    720
 98  32    2    644
 98  40    2    708
 98  48    2    772
 99   8    3    726
 99  32    2    648
 99  40    2    712
 99  48    2    776
100   8    3    732
100  48    2    780
101   8    3    738
101  32    2    656
101  40    2    720
101  48    2    784
102   8    3    744
102  32    2    660
102  40    2    724
102  48    2    788
103   8    3    750
103  24    2    600
103  32    2    664
103  40    2    728
103  48    2    792
104   8    3    756
104  40    2    732
104  48    2    796
105   8    3    762
105  24    2    608
105  32    2    672
105  40    2    736
105  48    2    800
106   8    3    768
106  24    2    612
106  32    2    676
106  40    2    740
106  48    2    804
107   8    3    774
107  24    2    616
107  32    2    680
107  40    2    744
107  48    2    808
108   8    3    780
108  40    2    748
109   8    3    786
109  24    2    624
109  32    2    688
109  40    2    752
110   8    3    792
110  24    2    628
110  32    2    692
110  40    2    756
111   8    3    798
111  24    2    632
111  32    2    696
111  40    2    760
112   8    3    804
112  40    2    764
113  24    2    640
113  32    2    704
113  40    2    768
114  24    2    644
114  32    2    708
114  40    2    772
115  24    2    648
115  32    2    712
115  40    2    776
116  40    2    780
117  24    2    656
117  32    2    720
117  40    2    784
118  24    2    660
118  32    2    724
118  40    2    788
119  16    2    600
119  24    2    664
119  32    2    728
119  40    2    792
120  32    2    732
120  40    2    796
121  16    2    608
121  24    2    672
121  32    2    736
121  40    2    800
122  16    2    612
122  24    2    676
122  32    2    740
122  40    2    804
123  16    2    616
123  24    2    680
123  32    2    744
123  40    2    808
124  32    2    748
125  16    2    624
125  24    2    688
125  32    2    752
126  16    2    628
126  24    2    692
126  32    2    756
127  16    2    632
127  24    2    696
127  32    2    760
128  32    2    764
129  16    2    640
129  24    2    704
129  32    2    768
130  16    2    644
130  24    2    708
130  32    2    772
131  16    2    648
131  24    2    712
131  32    2    776
132  32    2    780
133  16    2    656
133  24    2    720
133  32    2    784
134  16    2    660
134  24    2    724
134  32    2    788
