Table 1: n>6, FLOPS<600 (n  L  H  FLOPS)
 47  46    2    552
 47  47    2    560
 47  48    2    568
 47  49    2    576
 47  50    2    584
 47  51    2    592
 48   1    2    196
 48   1    3    294
 48   1    4    392
 48   1    5    490
 48   1    6    588
 48   2    2    204
 48   2    3    312
 48   2    4    424
 48   2    5    540
 48   3    2    212
 48   3    3    330
 48   3    4    456
 48   3    5    590
 48   4    2    220
 48   4    3    348
 48   4    4    488
 48   5    2    228
 48   5    3    366
 48   5    4    520
 48   6    2    236
 48   6    3    384
 48   6    4    552
 48   7    2    244
 48   7    3    402
 48   7    4    584
 48   8    2    252
 48   8    3    420
 48   9    2    260
 48   9    3    438
 48  10    2    268
 48  10    3    456
 48  11    2    276
 48  11    3    474
 48  12    2    284
 48  12    3    492
 48  13    2    292
 48  13    3    510
 48  14    2    300
 48  14    3    528
 48  15    2    308
 48  15    3    546
 48  16    2    316
 48  16    3    564
 48  17    2    324
 48  17    3    582
 48  18    2    332
 48  19    2    340
 48  20    2    348
 48  21    2    356
 48  22    2    364
 48  23    2    372
 48  24    2    380
 48  25    2    388
 48  26    2    396
 48  27    2    404
 48  28    2    412
 48  29    2    420
 48  30    2    428
 48  31    2    436
 48  32    2    444
 48  33    2    452
 48  34    2    460
 48  35    2    468
 48  36    2    476
 48  37    2    484
 48  38    2    492
 48  39    2    500
 48  40    2    508
 48  41    2    516
 48  42    2    524
 48  43    2    532
 48  44    2    540
 48  45    2    548
 48  46    2    556
 48  47    2    564
 48  48    2    572
 48  49    2    580
 48  50    2    588
 48  51    2    596
 49   1    2    200
 49   1    3    300
 49   1    4    400
 49   1    5    500
 49   2    2    208
 49   2    3    318
 49   2    4    432
 49   2    5    550
 49   3    2    216
 49   3    3    336
 49   3    4    464
 49   4    2    224
 49   4    3    354
 49   4    4    496
 49   5    2    232
 49   5    3    372
 49   5    4    528
 49   6    2    240
 49   6    3    390
 49   6    4    560
 49   7    2    248
 49   7    3    408
 49   7    4    592
 49   8    2    256
 49   8    3    426
 49   9    2    264
 49   9    3    444
 49  10    2    272
 49  10    3    462
 49  11    2    280
 49  11    3    480
 49  12    2    288
 49  12    3    498
 49  13    2    296
 49  13    3    516
 49  14    2    304
 49  14    3    534
 49  15    2    312
 49  15    3    552
 49  16    2    320
 49  16    3    570
 49  17    2    328
 49  17    3    588
 49  18    2    336
 49  19    2    344
 49  20    2    352
 49  21    2    360
 49  22    2    368
 49  23    2    376
 49  24    2    384
 49  25    2    392
 49  26    2    400
 49  27    2    408
 49  28    2    416
 49  29    2    424
 49  30    2    432
 49  31    2    440
 49  32    2    448
 49  33    2    456
 49  34    2    464
 49  35    2    472
 49  36    2    480
 49  37    2    488
 49  38    2    496
 49  39    2    504
 49  40    2    512
 49  41    2    520
 49  42    2    528
 49  43    2    536
 49  44    2    544
 49  45    2    552
 49  46    2    560
 49  47    2    568
 49  48    2    576
 49  49    2    584
 49  50    2    592
 50   1    2    204
 50   1    3    306
 50   1    4    408
 50   1    5    510
 50   2    2    212
 50   2    3    324
 50   2    4    440
 50   2    5    560
 50   3    2    220
 50   3    3    342
 50   3    4    472
 50   4    2    228
 50   4    3    360
 50   4    4    504
 50   5    2    236
 50   5    3    378
 50   5    4    536
 50   6    2    244
 50   6    3    396
 50   6    4    568
 50   7    2    252
 50   7    3    414
 50   8    2    260
 50   8    3    432
 50   9    2    268
 50   9    3    450
 50  10    2    276
 50  10    3    468
 50  11    2    284
 50  11    3    486
 50  12    2    292
 50  12    3    504
 50  13    2    300
 50  13    3    522
 50  14    2    308
 50  14    3    540
 50  15    2    316
 50  15    3    558
 50  16    2    324
 50  16    3    576
 50  17    2    332
 50  17    3    594
 50  18    2    340
 50  19    2    348
 50  20    2    356
 50  21    2    364
 50  22    2    372
 50  23    2    380
 50  24    2    388
 50  25    2    396
 50  26    2    404
 50  27    2    412
 50  28    2    420
 50  29    2    428
 50  30    2    436
 50  31    2    444
 50  32    2    452
 50  33    2    460
 50  34    2    468
 50  35    2    476
 50  36    2    484
 50  37    2    492
 50  38    2    500
 50  39    2    508
 50  40    2    516
 50  41    2    524
 50  42    2    532
 50  43    2    540
 50  44    2    548
 50  45    2    556
 50  46    2    564
 50  47    2    572
 50  48    2    580
 50  49    2    588
 50  50    2    596
 51   1    2    208
 51   1    3    312
 51   1    4    416
 51   1    5    520
 51   2    2    216
 51   2    3    330
 51   2    4    448
 51   2    5    570
 51   3    2    224
 51   3    3    348
 51   3    4    480
 51   4    2    232
 51   4    3    366
 51   4    4    512
 51   5    2    240
 51   5    3    384
 51   5    4    544
 51   6    2    248
 51   6    3    402
 51   6    4    576
 51   7    2    256
 51   7    3    420
 51   8    2    264
 51   8    3    438
 51   9    2    272
 51   9    3    456
 51  10    2    280
 51  10    3    474
 51  11    2    288
 51  11    3    492
 51  12    2    296
 51  12    3    510
 51  13    2    304
 51  13    3    528
 51  14    2    312
 51  14    3    546
 51  15    2    320
 51  15    3    564
 51  16    2    328
 51  16    3    582
 51  17    2    336
 51  18    2    344
 51  19    2    352
 51  20    2    360
 51  21    2    368
 51  22    2    376
 51  23    2    384
 51  24    2    392
 51  25    2    400
 51  26    2    408
 51  27    2    416
 51  28    2    424
 51  29    2    432
 51  30    2    440
 51  31    2    448
 51  32    2    456
 51  33    2    464
 51  34    2    472
 51  35    2    480
 51  36    2    488
 51  37    2    496
 51  38    2    504
 51  39    2    512
 51  40    2    520
 51  41    2    528
 51  42    2    536
 51  43    2    544
 51  44    2    552
 51  45    2    560
 51  46    2    568
 51  47    2    576
 51  48    2    584
 51  49    2    592
 52   1    2    212
 52   1    3    318
 52   1    4    424
 52   1    5    530
 52   2    2    220
 52   2    3    336
 52   2    4    456
 52   2    5    580
 52   3    2    228
 52   3    3    354
 52   3    4    488
 52   4    2    236
 52   4    3    372
 52   4    4    520
 52   5    2    244
 52   5    3    390
 52   5    4    552
 52   6    2    252
 52   6    3    408
 52   6    4    584
 52   7    2    260
 52   7    3    426
 52   8    2    268
 52   8    3    444
 52   9    2    276
 52   9    3    462
 52  10    2    284
 52  10    3    480
 52  11    2    292
 52  11    3    498
 52  12    2    300
 52  12    3    516
 52  13    2    308
 52  13    3    534
 52  14    2    316
 52  14    3    552
 52  15    2    324
 52  15    3    570
 52  16    2    332
 52  16    3    588
 52  17    2    340
 52  18    2    348
 52  19    2    356
 52  20    2    364
 52  21    2    372
 52  22    2    380
 52  23    2    388
 52  24    2    396
 52  25    2    404
 52  26    2    412
 52  27    2    420
 52  28    2    428
 52  29    2    436
 52  30    2    444
 52  31    2    452
 52  32    2    460
 52  33    2    468
 52  34    2    476
 52  35    2    484
 52  36    2    492
 52  37    2    500
 52  38    2    508
 52  39    2    516
 52  40    2    524
 52  41    2    532
 52  42    2    540
 52  43    2    548
 52  44    2    556
 52  45    2    564
 52  46    2    572
 52  47    2    580
 52  48    2    588
 52  49    2    596
 53   1    2    216
 53   1    3    324
 53   1    4    432
 53   1    5    540
 53   2    2    224
 53   2    3    342
 53   2    4    464
 53   2    5    590
 53   3    2    232
 53   3    3    360
 53   3    4    496
 53   4    2    240
 53   4    3    378
 53   4    4    528
 53   5    2    248
 53   5    3    396
 53   5    4    560
 53   6    2    256
 53   6    3    414
 53   6    4    592
 53   7    2    264
 53   7    3    432
 53   8    2    272
 53   8    3    450
 53   9    2    280
 53   9    3    468
 53  10    2    288
 53  10    3    486
 53  11    2    296
 53  11    3    504
 53  12    2    304
 53  12    3    522
 53  13    2    312
 53  13    3    540
 53  14    2    320
 53  14    3    558
 53  15    2    328
 53  15    3    576
 53  16    2    336
 53  16    3    594
 53  17    2    344
 53  18    2    352
 53  19    2    360
 53  20    2    368
 53  21    2    376
 53  22    2    384
 53  23    2    392
 53  24    2    400
 53  25    2    408
 53  26    2    416
 53  27    2    424
 53  28    2    432
 53  29    2    440
 53  30    2    448
 53  31    2    456
 53  32    2    464
 53  33    2    472
 53  34    2    480
 53  35    2    488
 53  36    2    496
 53  37    2    504
 53  38    2    512
 53  39    2    520
 53  40    2    528
 53  41    2    536
 53  42    2    544
 53  43    2    552
 53  44    2    560
 53  45    2    568
 53  46    2    576
 53  47    2    584
 53  48    2    592
 54   1    2    220
 54   1    3    330
 54   1    4    440
 54   1    5    550
 54   2    2    228
 54   2    3    348
 54   2    4    472
 54   3    2    236
 54   3    3    366
 54   3    4    504
 54   4    2    244
 54   4    3    384
 54   4    4    536
 54   5    2    252
 54   5    3    402
 54   5    4    568
 54   6    2    260
 54   6    3    420
 54   7    2    268
 54   7    3    438
 54   8    2    276
 54   8    3    456
 54   9    2    284
 54   9    3    474
 54  10    2    292
 54  10    3    492
 54  11    2    300
 54  11    3    510
 54  12    2    308
 54  12    3    528
 54  13    2    316
 54  13    3    546
 54  14    2    324
 54  14    3    564
 54  15    2    332
 54  15    3    582
 54  16    2    340
 54  17    2    348
 54  18    2    356
 54  19    2    364
 54  20    2    372
 54  21    2    380
 54  22    2    388
 54  23    2    396
 54  24    2    404
 54  25    2    412
 54  26    2    420
 54  27    2    428
 54  28    2    436
 54  29    2    444
 54  30    2    452
 54  31    2    460
 54  32    2    468
 54  33    2    476
 54  34    2    484
 54  35    2    492
 54  36    2    500
 54  37    2    508
 54  38    2    516
 54  39    2    524
 54  40    2    532
 54  41    2    540
 54  42    2    548
 54  43    2    556
 54  44    2    564
 54  45    2    572
 54  46    2    580
 54  47    2    588
 54  48    2    596
 55   1    2    224
 55   1    3    336
 55   1    4    448
 55   1    5    560
 55   2    2    232
 55   2    3    354
 55   2    4    480
 55   3    2    240
 55   3    3    372
 55   3    4    512
 55   4    2    248
 55   4    3    390
 55   4    4    544
 55   5    2    256
 55   5    3    408
 55   5    4    576
 55   6    2    264
 55   6    3    426
 55   7    2    272
 55   7    3    444
 55   8    2    280
 55   8    3    462
 55   9    2    288
 55   9    3    480
 55  10    2    296
 55  10    3    498
 55  11    2    304
 55  11    3    516
 55  12    2    312
 55  12    3    534
 55  13    2    320
 55  13    3    552
 55  14    2    328
 55  14    3    570
 55  15    2    336
 55  15    3    588
 55  16    2    344
 55  17    2    352
 55  18    2    360
 55  19    2    368
 55  20    2    376
 55  21    2    384
 55  22    2    392
 55  23    2    400
 55  24    2    408
 55  25    2    416
 55  26    2    424
 55  27    2    432
 55  28    2    440
 55  29    2    448
 55  30    2    456
 55  31    2    464
 55  32    2    472
 55  33    2    480
 55  34    2    488
 55  35    2    496
 55  36    2    504
 55  37    2    512
 55  38    2    520
 55  39    2    528
 55  40    2    536
 55  41    2    544
 55  42    2    552
 55  43    2    560
 55  44    2    568
 55  45    2    576
 55  46    2    584
 55  47    2    592
 56   1    2    228
 56   1    3    342
 56   1    4    456
 56   1    5    570
 56   2    2    236
 56   2    3    360
 56   2    4    488
 56   3    2    244
 56   3    3    378
 56   3    4    520
 56   4    2    252
 56   4    3    396
 56   4    4    552
 56   5    2    260
 56   5    3    414
 56   5    4    584
 56   6    2    268
 56   6    3    432
 56   7    2    276
 56   7    3    450
 56   8    2    284
 56   8    3    468
 56   9    2    292
 56   9    3    486
 56  10    2    300
 56  10    3    504
 56  11    2    308
 56  11    3    522
 56  12    2    316
 56  12    3    540
 56  13    2    324
 56  13    3    558
 56  14    2    332
 56  14    3    576
 56  15    2    340
 56  15    3    594
 56  16    2    348
 56  17    2    356
 56  18    2    364
 56  19    2    372
 56  20    2    380
 56  21    2    388
 56  22    2    396
 56  23    2    404
 56  24    2    412
 56  25    2    420
 56  26    2    428
 56  27    2    436
 56  28    2    444
 56  29    2    452
 56  30    2    460
 56  31    2    468
 56  32    2    476
 56  33    2    484
 56  34    2    492
 56  35    2    500
 56  36    2    508
 56  37    2    516
 56  38    2    524
 56  39    2    532
 56  40    2    540
 56  41    2    548
 56  42    2    556
 56  43    2    564
 56  44    2    572
 56  45    2    580
 56  46    2    588
 56  47    2    596
 57   1    2    232
 57   1    3    348
 57   1    4    464
 57   1    5    580
 57   2    2    240
 57   2    3    366
 57   2    4    496
 57   3    2    248
 57   3    3    384
 57   3    4    528
 57   4    2    256
 57   4    3    402
 57   4    4    560
 57   5    2    264
 57   5    3    420
 57   5    4    592
 57   6    2    272
 57   6    3    438
 57   7    2    280
 57   7    3    456
 57   8    2    288
 57   8    3    474
 57   9    2    296
 57   9    3    492
 57  10    2    304
 57  10    3    510
 57  11    2    312
 57  11    3    528
 57  12    2    320
 57  12    3    546
 57  13    2    328
 57  13    3    564
 57  14    2    336
 57  14    3    582
 57  15    2    344
 57  16    2    352
 57  17    2    360
 57  18    2    368
 57  19    2    376
 57  20    2    384
 57  21    2    392
 57  22    2    400
 57  23    2    408
 57  24    2    416
 57  25    2    424
 57  26    2    432
 57  27    2    440
 57  28    2    448
 57  29    2    456
 57  30    2    464
 57  31    2    472
 57  32    2    480
 57  33    2    488
 57  34    2    496
 57  35    2    504
 57  36    2    512
 57  37    2    520
 57  38    2    528
 57  39    2    536
 57  40    2    544
 57  41    2    552
 57  42    2    560
 57  43    2    568
 57  44    2    576
 57  45    2    584
 57  46    2    592
 58   1    2    236
 58   1    3    354
 58   1    4    472
 58   1    5    590
 58   2    2    244
 58   2    3    372
 58   2    4    504
 58   3    2    252
 58   3    3    390
 58   3    4    536
 58   4    2    260
 58   4    3    408
 58   4    4    568
 58   5    2    268
 58   5    3    426
 58   6    2    276
 58   6    3    444
 58   7    2    284
 58   7    3    462
 58   8    2    292
 58   8    3    480
 58   9    2    300
 58   9    3    498
 58  10    2    308
 58  10    3    516
 58  11    2    316
 58  11    3    534
 58  12    2    324
 58  12    3    552
 58  13    2    332
 58  13    3    570
 58  14    2    340
 58  14    3    588
 58  15    2    348
 58  16    2    356
 58  17    2    364
 58  18    2    372
 58  19    2    380
 58  20    2    388
 58  21    2    396
 58  22    2    404
 58  23    2    412
 58  24    2    420
 58  25    2    428
 58  26    2    436
 58  27    2    444
 58  28    2    452
 58  29    2    460
 58  30    2    468
 58  31    2    476
 58  32    2    484
 58  33    2    492
 58  34    2    500
 58  35    2    508
 58  36    2    516
 58  37    2    524
 58  38    2    532
 58  39    2    540
 58  40    2    548
 58  41    2    556
 58  42    2    564
 58  43    2    572
 58  44    2    580
 58  45    2    588
 58  46    2    596
 59   1    2    240
 59   1    3    360
 59   1    4    480
 59   2    2    248
 59   2    3    378
 59   2    4    512
 59   3    2    256
 59   3    3    396
 59   3    4    544
 59   4    2    264
 59   4    3    414
 59   4    4    576
 59   5    2    272
 59   5    3    432
 59   6    2    280
 59   6    3    450
 59   7    2    288
 59   7    3    468
 59   8    2    296
 59   8    3    486
 59   9    2    304
 59   9    3    504
 59  10    2    312
 59  10    3    522
 59  11    2    320
 59  11    3    540
 59  12    2    328
 59  12    3    558
 59  13    2    336
 59  13    3    576
 59  14    2    344
 59  14    3    594
 59  15    2    352
 59  16    2    360
 59  17    2    368
 59  18    2    376
 59  19    2    384
 59  20    2    392
 59  21    2    400
 59  22    2    408
 59  23    2    416
 59  24    2    424
 59  25    2    432
 59  26    2    440
 59  27    2    448
 59  28    2    456
 59  29    2    464
 59  30    2    472
 59  31    2    480
 59  32    2    488
 59  33    2    496
 59  34    2    504
 59  35    2    512
 59  36    2    520
 59  37    2    528
 59  38    2    536
 59  39    2    544
 59  40    2    552
 59  41    2    560
 59  42    2    568
 59  43    2    576
 59  44    2    584
 59  45    2    592
 60   1    2    244
 60   1    3    366
 60   1    4    488
 60   2    2    252
 60   2    3    384
 60   2    4    520
 60   3    2    260
 60   3    3    402
 60   3    4    552
 60   4    2    268
 60   4    3    420
 60   4    4    584
 60   5    2    276
 60   5    3    438
 60   6    2    284
 60   6    3    456
 60   7    2    292
 60   7    3    474
 60   8    2    300
 60   8    3    492
 60   9    2    308
 60   9    3    510
 60  10    2    316
 60  10    3    528
 60  11    2    324
 60  11    3    546
 60  12    2    332
 60  12    3    564
 60  13    2    340
 60  13    3    582
 60  14    2    348
 60  15    2    356
 60  16    2    364
 60  17    2    372
 60  18    2    380
 60  19    2    388
 60  20    2    396
 60  21    2    404
 60  22    2    412
 60  23    2    420
 60  24    2    428
 60  25    2    436
 60  26    2    444
 60  27    2    452
 60  28    2    460
 60  29    2    468
 60  30    2    476
 60  31    2    484
 60  32    2    492
 60  33    2    500
 60  34    2    508
 60  35    2    516
 60  36    2    524
 60  37    2    532
 60  38    2    540
 60  39    2    548
 60  40    2    556
 60  41    2    564
 60  42    2    572
 60  43    2    580
 60  44    2    588
 60  45    2    596
 61   1    2    248
 61   1    3    372
 61   1    4    496
 61   2    2    256
 61   2    3    390
 61   2    4    528
 61   3    2    264
 61   3    3    408
 61   3    4    560
 61   4    2    272
 61   4    3    426
 61   4    4    592
 61   5    2    280
 61   5    3    444
 61   6    2    288
 61   6    3    462
 61   7    2    296
 61   7    3    480
 61   8    2    304
 61   8    3    498
 61   9    2    312
 61   9    3    516
 61  10    2    320
 61  10    3    534
 61  11    2    328
 61  11    3    552
 61  12    2    336
 61  12    3    570
 61  13    2    344
 61  13    3    588
 61  14    2    352
 61  15    2    360
 61  16    2    368
 61  17    2    376
 61  18    2    384
 61  19    2    392
 61  20    2    400
 61  21    2    408
 61  22    2    416
 61  23    2    424
 61  24    2    432
 61  25    2    440
 61  26    2    448
 61  27    2    456
 61  28    2    464
 61  29    2    472
 61  30    2    480
 61  31    2    488
 61  32    2    496
 61  33    2    504
 61  34    2    512
 61  35    2    520
 61  36    2    528
 61  37    2    536
 61  38    2    544
 61  39    2    552
 61  40    2    560
 61  41    2    568
 61  42    2    576
 61  43    2    584
 61  44    2    592
 62   1    2    252
 62   1    3    378
 62   1    4    504
 62   2    2    260
 62   2    3    396
 62   2    4    536
 62   3    2    268
 62   3    3    414
 62   3    4    568
 62   4    2    276
 62   4    3    432
 62   5    2    284
 62   5    3    450
 62   6    2    292
 62   6    3    468
 62   7    2    300
 62   7    3    486
 62   8    2    308
 62   8    3    504
 62   9    2    316
 62   9    3    522
 62  10    2    324
 62  10    3    540
 62  11    2    332
 62  11    3    558
 62  12    2    340
 62  12    3    576
 62  13    2    348
 62  13    3    594
 62  14    2    356
 62  15    2    364
 62  16    2    372
 62  17    2    380
 62  18    2    388
 62  19    2    396
 62  20    2    404
 62  21    2    412
 62  22    2    420
 62  23    2    428
 62  24    2    436
 62  25    2    444
 62  26    2    452
 62  27    2    460
 62  28    2    468
 62  29    2    476
 62  30    2    484
 62  31    2    492
 62  32    2    500
 62  33    2    508
 62  34    2    516
 62  35    2    524
 62  36    2    532
 62  37    2    540
 62  38    2    548
 62  39    2    556
 62  40    2    564
 62  41    2    572
 62  42    2    580
 62  43    2    588
 62  44    2    596
 63   1    2    256
 63   1    3    384
 63   1    4    512
 63   2    2    264
 63   2    3    402
 63   2    4    544
 63   3    2    272
 63   3    3    420
 63   3    4    576
 63   4    2    280
 63   4    3    438
 63   5    2    288
 63   5    3    456
 63   6    2    296
 63   6    3    474
 63   7    2    304
 63   7    3    492
 63   8    2    312
 63   8    3    510
 63   9    2    320
 63   9    3    528
 63  10    2    328
 63  10    3    546
 63  11    2    336
 63  11    3    564
 63  12    2    344
 63  12    3    582
 63  13    2    352
 63  14    2    360
 63  15    2    368
 63  16    2    376
 63  17    2    384
 63  18    2    392
 63  19    2    400
 63  20    2    408
 63  21    2    416
 63  22    2    424
 63  23    2    432
 63  24    2    440
 63  25    2    448
 63  26    2    456
 63  27    2    464
 63  28    2    472
 63  29    2    480
 63  30    2    488
 63  31    2    496
 63  32    2    504
 63  33    2    512
 63  34    2    520
 63  35    2    528
 63  36    2    536
 63  37    2    544
 63  38    2    552
 63  39    2    560
 63  40    2    568
 63  41    2    576
 63  42    2    584
 63  43    2    592
 64   1    2    260
 64   1    3    390
 64   1    4    520
 64   2    2    268
 64   2    3    408
 64   2    4    552
 64   3    2    276
 64   3    3    426
 64   3    4    584
 64   4    2    284
 64   4    3    444
 64   5    2    292
 64   5    3    462
 64   6    2    300
 64   6    3    480
 64   7    2    308
 64   7    3    498
 64   8    2    316
 64   8    3    516
 64   9    2    324
 64   9    3    534
 64  10    2    332
 64  10    3    552
 64  11    2    340
 64  11    3    570
 64  12    2    348
 64  12    3    588
 64  13    2    356
 64  14    2    364
 64  15    2    372
 64  16    2    380
 64  17    2    388
 64  18    2    396
 64  19    2    404
 64  20    2    412
 64  21    2    420
 64  22    2    428
 64  23    2    436
 64  24    2    444
 64  25    2    452
 64  26    2    460
 64  27    2    468
 64  28    2    476
 64  29    2    484
 64  30    2    492
 64  31    2    500
 64  32    2    508
 64  33    2    516
 64  34    2    524
 64  35    2    532
 64  36    2    540
 64  37    2    548
 64  38    2    556
 64  39    2    564
 64  40    2    572
 64  41    2    580
 64  42    2    588
 64  43    2    596
 65   1    2    264
 65   1    3    396
 65   1    4    528
 65   2    2    272
 65   2    3    414
 65   2    4    560
 65   3    2    280
 65   3    3    432
 65   3    4    592
 65   4    2    288
 65   4    3    450
 65   5    2    296
 65   5    3    468
 65   6    2    304
 65   6    3    486
 65   7    2    312
 65   7    3    504
 65   8    2    320
 65   8    3    522
 65   9    2    328
 65   9    3    540
 65  10    2    336
 65  10    3    558
 65  11    2    344
 65  11    3    576
 65  12    2    352
 65  12    3    594
 65  13    2    360
 65  14    2    368
 65  15    2    376
 65  16    2    384
 65  17    2    392
 65  18    2    400
 65  19    2    408
 65  20    2    416
 65  21    2    424
 65  22    2    432
 65  23    2    440
 65  24    2    448
 65  25    2    456
 65  26    2    464
 65  27    2    472
 65  28    2    480
 65  29    2    488
 65  30    2    496
 65  31    2    504
 65  32    2    512
 65  33    2    520
 65  34    2    528
 65  35    2    536
 65  36    2    544
 65  37    2    552
 65  38    2    560
 65  39    2    568
 65  40    2    576
 65  41    2    584
 65  42    2    592
 66   1    2    268
 66   1    3    402
 66   1    4    536
 66   2    2    276
 66   2    3    420
 66   2    4    568
 66   3    2    284
 66   3    3    438
 66   4    2    292
 66   4    3    456
 66   5    2    300
 66   5    3    474
 66   6    2    308
 66   6    3    492
 66   7    2    316
 66   7    3    510
 66   8    2    324
 66   8    3    528
 66   9    2    332
 66   9    3    546
 66  10    2    340
 66  10    3    564
 66  11    2    348
 66  11    3    582
 66  12    2    356
 66  13    2    364
 66  14    2    372
 66  15    2    380
 66  16    2    388
 66  17    2    396
 66  18    2    404
 66  19    2    412
 66  20    2    420
 66  21    2    428
 66  22    2    436
 66  23    2    444
 66  24    2    452
 66  25    2    460
 66  26    2    468
 66  27    2    476
 66  28    2    484
 66  29    2    492
 66  30    2    500
 66  31    2    508
 66  32    2    516
 66  33    2    524
 66  34    2    532
 66  35    2    540
 66  36    2    548
 66  37    2    556
 66  38    2    564
 66  39    2    572
 66  40    2    580
 66  41    2    588
 66  42    2    596
 67   1    2    272
 67   1    3    408
 67   1    4    544
 67   2    2    280
 67   2    3    426
 67   2    4    576
 67   3    2    288
 67   3    3    444
 67   4    2    296
 67   4    3    462
 67   5    2    304
 67   5    3    480
 67   6    2    312
 67   6    3    498
 67   7    2    320
 67   7    3    516
 67   8    2    328
 67   8    3    534
 67   9    2    336
 67   9    3    552
 67  10    2    344
 67  10    3    570
 67  11    2    352
 67  11    3    588
 67  12    2    360
 67  13    2    368
 67  14    2    376
 67  15    2    384
 67  16    2    392
 67  17    2    400
 67  18    2    408
 67  19    2    416
 67  20    2    424
 67  21    2    432
 67  22    2    440
 67  23    2    448
 67  24    2    456
 67  25    2    464
 67  26    2    472
 67  27    2    480
 67  28    2    488
 67  29    2    496
 67  30    2    504
 67  31    2    512
 67  32    2    520
 67  33    2    528
 67  34    2    536
 67  35    2    544
 67  36    2    552
 67  37    2    560
 67  38    2    568
 67  39    2    576
 67  40    2    584
 67  41    2    592
 68   1    2    276
 68   1    3    414
 68   1    4    552
 68   2    2    284
 68   2    3    432
 68   2    4    584
 68   3    2    292
 68   3    3    450
 68   4    2    300
 68   4    3    468
 68   5    2    308
 68   5    3    486
 68   6    2    316
 68   6    3    504
 68   7    2    324
 68   7    3    522
 68   8    2    332
 68   8    3    540
 68   9    2    340
 68   9    3    558
 68  10    2    348
 68  10    3    576
 68  11    2    356
 68  11    3    594
 68  12    2    364
 68  13    2    372
 68  14    2    380
 68  15    2    388
 68  16    2    396
 68  17    2    404
 68  18    2    412
 68  19    2    420
 68  20    2    428
 68  21    2    436
 68  22    2    444
 68  23    2    452
 68  24    2    460
 68  25    2    468
 68  26    2    476
 68  27    2    484
 68  28    2    492
 68  29    2    500
 68  30    2    508
 68  31    2    516
 68  32    2    524
 68  33    2    532
 68  34    2    540
 68  35    2    548
 68  36    2    556
 68  37    2    564
 68  38    2    572
 68  39    2    580
 68  40    2    588
 68  41    2    596
 69   1    2    280
 69   1    3    420
 69   1    4    560
 69   2    2    288
 69   2    3    438
 69   2    4    592
 69   3    2    296
 69   3    3    456
 69   4    2    304
 69   4    3    474
 69   5    2    312
 69   5    3    492
 69   6    2    320
 69   6    3    510
 69   7    2    328
 69   7    3    528
 69   8    2    336
 69   8    3    546
 69   9    2    344
 69   9    3    564
 69  10    2    352
 69  10    3    582
 69  11    2    360
 69  12    2    368
 69  13    2    376
 69  14    2    384
 69  15    2    392
 69  16    2    400
 69  17    2    408
 69  18    2    416
 69  19    2    424
 69  20    2    432
 69  21    2    440
 69  22    2    448
 69  23    2    456
 69  24    2    464
 69  25    2    472
 69  26    2    480
 69  27    2    488
 69  28    2    496
 69  29    2    504
 69  30    2    512
 69  31    2    520
 69  32    2    528
 69  33    2    536
 69  34    2    544
 69  35    2    552
 69  36    2    560
 69  37    2    568
 69  38    2    576
 69  39    2    584
 69  40    2    592
 70   1    2    284
 70   1    3    426
 70   1    4    568
 70   2    2    292
 70   2    3    444
 70   3    2    300
 70   3    3    462
 70   4    2    308
 70   4    3    480
 70   5    2    316
 70   5    3    498
 70   6    2    324
 70   6    3    516
 70   7    2    332
 70   7    3    534
 70   8    2    340
 70   8    3    552
 70   9    2    348
 70   9    3    570
 70  10    2    356
 70  10    3    588
 70  11    2    364
 70  12    2    372
 70  13    2    380
 70  14    2    388
 70  15    2    396
 70  16    2    404
 70  17    2    412
 70  18    2    420
 70  19    2    428
 70  20    2    436
 70  21    2    444
 70  22    2    452
 70  23    2    460
 70  24    2    468
 70  25    2    476
 70  26    2    484
 70  27    2    492
 70  28    2    500
 70  29    2    508
 70  30    2    516
 70  31    2    524
 70  32    2    532
 70  33    2    540
 70  34    2    548
 70  35    2    556
 70  36    2    564
 70  37    2    572
 70  38    2    580
 70  39    2    588
 70  40    2    596
 71   1    2    288
 71   1    3    432
 71   1    4    576
 71   2    2    296
 71   2    3    450
 71   3    2    304
 71   3    3    468
 71   4    2    312
 71   4    3    486
 71   5    2    320
 71   5    3    504
 71   6    2    328
 71   6    3    522
 71   7    2    336
 71   7    3    540
 71   8    2    344
 71   8    3    558
 71   9    2    352
 71   9    3    576
 71  10    2    360
 71  10    3    594
 71  11    2    368
 71  12    2    376
 71  13    2    384
 71  14    2    392
 71  15    2    400
 71  16    2    408
 71  17    2    416
 71  18    2    424
 71  19    2    432
 71  20    2    440
 71  21    2    448
 71  22    2    456
 71  23    2    464
 71  24    2    472
 71  25    2    480
 71  26    2    488
 71  27    2    496
 71  28    2    504
 71  29    2    512
 71  30    2    520
 71  31    2    528
 71  32    2    536
 71  33    2    544
 71  34    2    552
 71  35    2    560
 71  36    2    568
 71  37    2    576
 71  38    2    584
 71  39    2    592
 72   1    2    292
 72   1    3    438
 72   1    4    584
 72   2    2    300
 72   2    3    456
 72   3    2    308
 72   3    3    474
 72   4    2    316
 72   4    3    492
 72   5    2    324
 72   5    3    510
 72   6    2    332
 72   6    3    528
 72   7    2    340
 72   7    3    546
 72   8    2    348
 72   8    3    564
 72   9    2    356
 72   9    3    582
 72  10    2    364
 72  11    2    372
 72  12    2    380
 72  13    2    388
 72  14    2    396
 72  15    2    404
 72  16    2    412
 72  17    2    420
